Band,Lyrics,Song,Test_Artist
Bob Dylan,"Just like old Saxophone Joe
When he's hot ,the hogshead up on his toe
Oh me, oh my
Love that country pie

Listen to the fiddler play
When he's playin' 'til the break of day
Oh me, oh my
Love that country pie

Raspberry, strawberry, lemon and lime
What do I care
Blueberry, apple, cherry, pumpkin and plum
Call me for dinner
Honey, I'll be there

Saddle me up on my big white goose
Tie me on 'er turn her loose
Oh me, oh my
Love that country pie

I don't need much and that ain't no lie
Ain't runnin' any race
Give to me my country pie
I won't throw it up in anybody's face

Shake me up that old peach tree
Little Jack Horner's got nothin' on me
Oh me, oh my
Love that country pie",Country Pie,1
Bob Dylan,"I once held her in my arms
She said she would always stay
But I was cruel
I treated her like a fool
I threw it all away

Once I had mountains in the palm of my hand
And rivers that ran through every day
I must have been mad
I never knew what I had
Until I threw it all away

Love is all there is, it makes the world go 'round
Love and only love, it can't be denied
No matter what you think about it
You just won't be able to do without it
Take a tip from one who's tried

So if you find someone that gives you all of her love
Take it to your heart, don't let it stray
For one thing that's certain
You will surely be a-hurtin'
If you throw it all away
If you throw it all away",I Threw It All Away,1
Bob Dylan,"One more night, the stars are in sight
But tonight I'm as lonesome as can be
Oh, the moon is shinin' bright
Lighting everything in sight
But tonight no light will shine on me

Oh, it's shameful and it's sad
I lost the only pal I had
I just could not be what she wanted me to be
I will turn my head up high
To that dark and rolling sky
For tonight no light will shine on me

I was so mistaken when I thought that she'd be true
I had no idea what a woman in love would do

One more night, I will wait for the light
While the wind blows high above the tree
Oh, I miss my darling so
I didn't mean to see her go
But tonight no light will shine on me

One more night, the moon is shinin' bright
And the wind blows high above the tree
Oh, I miss that woman so
I didn't mean to see her go
But tonight no light will shine on me",One More Night,1
Bob Dylan,"Peggy Day stole my poor heart away,
By golly, what more can I say,
Love to spend the night with Peggy Day.

Peggy night makes my future look so bright,
Man, that girl is out of sight,
Love to spend the day with Peggy night.

Well, you know that even before I learned her name,
You know I loved her just the same.
An' I tell 'em all, wherever I may go,
Just so they'll know, that she's my little lady
And I love her so.

Peggy Day stole my poor heart away,
Turned my skies to blue from gray,
Love to spend the night with Peggy Day.

Peggy Day stole my poor heart away,
By golly, what more can I say,
Love to spend the night with Peggy Day.
Love to spend the night with Peggy Day.",Peggy Day,1
Bob Dylan,"I have heard rumors all over town
They say that you're planning to put me down
All I would like you to do
Is tell me that it isn't true

They say that you've been seen with some other man
That he's tall, dark and handsome, and you're holding his hand
Darlin', I'm a-countin' on you
Tell me that it isn't true

To know that some other man is holdin' you tight
It hurts me all over, it doesn't seem right

All of those awful things that I have heard
I don't want to believe them, all I want is your word
So darlin', you better come through
Tell me that it isn't true

All of those awful things that I have heard
I don't want to believe them, all I want is your word
So darlin', I'm countin' on you
Tell me that it isn't true",Tell Me That It Isn't True,1
Bob Dylan,"To be alone with you
Just you and me
Now won't you tell me true
Ain't that the way it oughta be
To hold each other tight
The whole night through
Everything is always right
When I'm alone with you

To be alone with you
At the close of the day
With only you in view
While evening slips away
It only goes to show
That while life's pleasures be few
The only one I know
Is when I'm alone with you

They say that nighttime is the right time
To be with the one you love
Too many thoughts get in the way in the day
But you're always what I'm thinkin' of
I wish the night were here
Bringin' me all of your charms
When only you are near
To hold me in your arms

I'll always thank the Lord
When my working day's through
I get my sweet reward
To be alone with you",To Be Alone with You,1
Bob Dylan,"Oh, the benches were stained with tears and perspiration
The birdies were flying from tree to tree
There was little to say, there was no conversation
As I stepped to the stage to pick up my degree
And the locusts sang off in the distance
Yeah, the locusts sang such a sweet melody
Oh, the locusts sang off in the distance
Yeah, the locusts sang and they were singing for me

I glanced into the chamber where the judges were talking
Darkness was everywhere, it smelled like a tomb
I was ready to leave, I was already walkin'
But the next time I looked there was light in the room
And the locusts sang, yeah, it give me a chill
Oh, the locusts sang such a sweet melody
Oh, the locusts sang their high whining trill
Yeah, the locusts sang and they were singing for me

Outside of the gates the trucks were unloadin'
The weather was hot, a-nearly ninety degrees
The man standin' next to me, his head was exploding
Well, I was prayin' the pieces wouldn't fall on me
Yeah, the locusts sang off in the distance
Yeah, the locusts sang such a sweet melody
Oh, the locusts sang off in the distance
And the locusts sang and they were singing for me

I put down my robe, picked up my diploma
Took hold of my sweetheart and away we did drive
Straight for the hills, the black hills of Dakota
Sure was glad to get out of there alive
And the locusts sang, well, it give me a chill
Yeah, the locusts sang such a sweet melody
And the locusts sang with a high whinin' trill
Yeah, the locusts sang and they was singing for me
Singing for me, well, singing for me",Day of the Locusts,1
Bob Dylan,"Father of night, Father of day
Father, who taketh the darkness away
Father, who teacheth the bird to fly
Builder of rainbows up in the sky
Father of loneliness and pain
Father of love and Father of rain

Father of day, Father of night
Father of black, Father of white
Father, who build the mountain so high,
Who shapeth the cloud up in the sky
Father of time, Father of dreams
Father, who turneth the rivers and streams

Father of grain, Father of wheat
Father of cold and Father of heat
Father of air and Father of trees
Who dwells in our hearts and our memories
Father of minutes, Father of days
Father of whom we most solemnly praise",Father of Night,1
Bob Dylan,"If dogs run free, then why not we
Across the swooping plain?
My ears hear a symphony
Of two mules, trains and rain
The best is always yet to come
That's what they explain to me
Just do your thing, you'll be king
If dogs run free

If dogs run free, why not me
Across the swamp of time?
My mind weaves a symphony
And tapestry of rhyme
Oh, winds which rush my tale to thee
So it may flow and be
To each his own, it's all unknown
If dogs run free

If dogs run free, then what must be
Must be, and that is all
True love can make a blade of grass
Stand up straight and tall
In harmony with the cosmic sea
True love needs no company
It can cure the soul, it can make it whole
If dogs run free",If Dogs Run Free,1
Bob Dylan,"If not for you
Babe, I couldn't find the door
Couldn't even see the floor
I'd be sad and blue
If not for you

If not for you
Babe, I'd lay awake all night
Wait for the mornin' light
To shine in through
But it would not be new
If not for you

If not for you
My sky would fall
Rain would gather too
Without your love I'd be nowhere at all
I'd be lost if not for you
And you know it's true

If not for you
My sky would fall
Rain would gather too
Without your love I'd be nowhere at all
Oh! What would I do
If not for you

If not for you
Winter would have no spring
Couldn't hear the robin sing
I just wouldn't have a clue
Anyway it wouldn't ring true
If not for you",If Not for You,1
Bob Dylan,"La la la la
La la la la
La la la la
La la la la

The man in me will do nearly any task
And as for compensation, there's little he would ask
Take a woman like you
To get through to the man in me

Storm clouds are raging all around my door
I think to myself I might not take it any more
Take a woman like your kind
To find the man in me

But, oh, what a wonderful feeling
Just to know that you are near
Sets my a heart a-reeling
From my toes up to my ears

The man in me will hide sometimes to keep from bein' seen
But that's just because he doesn't want turn into some machine
Took a woman like you
To get through to the man in me

La la la la
La la la la",The Man in Me,1
Bob Dylan,"Can't you hear that rooster crowin'?
Rabbit runnin' down across the road
Underneath the bridge where the water flowed through
So happy just to see you smile
Underneath the sky of blue
On this new morning, new morning
On this new morning with you

Can't you hear that motor turnin'?
Automobile comin' into style
Comin' down the road for a country mile or two
So happy just to see you smile
Underneath the sky of blue
On this new morning, new morning
On this new morning with you

The night passed away so quickly
It always does when you're with me

Can't you feel that sun a-shinin'?
Ground hog runnin' by the country stream
This must be the day that all of my dreams come true
So happy just to be alive
Underneath the sky of blue
On this new morning, new morning
On this new morning with you

So happy just to be alive
Underneath the sky of blue
On this new morning, new morning
On this new morning with you
New morning",New Morning,1
Bob Dylan,"Slippin' and slidin' like a weasel on the run
I'm lookin' good to see you, yeah, and we can have some fun
One more weekend, one more weekend with you
One more weekend, one more weekend'll do

Come on down to my ship, honey, ride on deck
We'll fly over the ocean just like you suspect
One more weekend, one more weekend with you
One more weekend, one more weekend'll do

We'll fly the night away
Hang out the whole next day
Things will be okay
You wait and see
We'll go someplace unknown
Leave all the children home
Honey, why not go alone
Just you and me

Comin' and goin' like a rabbit in the wood
I'm happy just to see you, yeah, lookin' so good
One more weekend, one more weekend with you
One more weekend, one more weekend'll do (yes, you will)

Like a needle in a haystack, I'm gonna find you yet
You're the sweetest gone mama that this boy's ever gonna get
One more weekend, one more weekend with you
One more weekend, one more weekend'll do",One More Weekend,1
Bob Dylan,"Sign on the window says ""lonely,""
Sign on the door said ""no company allowed,""
Sign on the street says ""why' don't own me""
Sign on the porch says ""three's a crowd""
Sign on the porch says three's a crowd""

Her and her boyfriend went to California
Her and her boyfriend done changed their tune
My best friend said, ""now didn' I warn ya
Brighton girls are like the moon,
Brighton girls are like the moon""

Looks like a-nothing but rain   
Sure gonna be wet tonight on Main Street   
Hope that it don't sleet

Build me a cabin in Utah
Marry me a wife, catch rainbow trout
Have a bunch of kids who call me ""pa""
That must be what it's all about,
That must be what it's all about",Sign on the Window,1
Bob Dylan,"Three angels up above the street
Each one playing a horn
Dressed in green robes with wings that stick out
They've been there since Christmas morn
The wildest cat from Montana passes by in a flash
Then a lady in a bright orange dress

One you-Haul trailer, a truck with no wheels
The Tenth Avenue bus going west
The dogs and pigeons fly up and they flutter around
A man with a badge skips by
Three fellas crawlin' on their way back to work
Nobody stops to ask why

The bakery truck stops outside of that fence
Where the angels stand high on their poles
The driver peeks out, trying to find one face
In this concrete world full of souls
The angels play on their horns all day
The whole earth in progression seems to pass by
But does anyone hear the music they play
Does anyone even try?",Three Angels,1
Bob Dylan,"Time passes slowly up here in the mountains
We sit beside bridges and walk beside fountains
Catch the wild fishes that float through the stream
Time passes slowly when you're lost in a dream

Once I had a sweetheart, she was fine and good-lookin'
We sat in her kitchen while her mama was cookin'
Starin' out the window to the stars high above
Time passes slowly when you're searchin' for love

Ain't no reason to go in a wagon to town
Ain't no reason to go to the fair
Ain't no reason to go up, ain't no reason to go down
Ain't no reason to go anywhere

Time passes slowly up here in the daylight
We stare straight ahead and try so hard to stay right
Like the red rose of summer that blooms in the day
Time passes slowly and fades away",Time Passes Slowly,1
Bob Dylan,"Went to see the gypsy
Stayin' in a big hotel
He smiled when he saw me coming
And he said, ""Well, well, well""
His room was dark and crowded
Lights were low and dim 
""How are you?"" he said to me
I said it back to him

I went down to the lobby
To make a small call out
A pretty dancing girl was there
And she began to shout
""Go on back to see the gypsy
He can move you from the rear
Drive you from your fear
Bring you through the mirror
He did it in Las Vegas
And he can do it here""

Outside the lights were shining
On the river of tears
I watched them from the distance
With music in my ears

I went back to see the gypsy
It was nearly early dawn
The gypsy's door was open wide
But the gypsy was gone
And that pretty dancing girl
She could not be found
So I watched that sun come rising
From that little Minnesota town",Went to See the Gypsy,1
Bob Dylan,"Winterlude, winterlude, oh darlin'
Winterlude by the road tonight
Tonight there will be no quarrelin'
Everything is gonna be all right
Oh, I see by the angel beside me
That love has a reason to shine
You're the one I adore, come over here and give me more
Then winterlude, this dude thinks you're fine

Winterlude, winterlude, my little apple
Winterlude by the corn in the field
Winterlude, let's go down to the chapel
Then come back and cook up a meal
Well, come out when the skating rink glistens
By the sun, near the old crossroads sign
The snow is so cold, but our love can be bold
Winterlude, don't be rude, please be mine

Winterlude, winterlude, my little daisy
Winterlude by the telephone wire
Winterlude, it's makin' me lazy
Come on, sit by the logs in the fire
The moonlight reflects from the window
Where the snowflakes, they cover the sand
Come out tonight, everything will be tight
Winterlude, this dude thinks you're grand",Winterlude,1
Bob Dylan,"Alberta let your hair hang low
Alberta let your hair hang low
I'll give you more gold
Than your apron can hold
If you'd only let your hair hang low

Alberta what's on your mind
Alberta what's on your mind
You keep me worried and bothered
All of the time
Alberta what's on your mind

Alberta don't you treat me unkind
Alberta don't you treat me unkind
Oh my heart is so sad
Cause I want you so bad
Alberta don't you treat me unkind

Alberta let your hair hang low
Alberta let your hair hang low
I'll give you more gold
Than your apron can hold
If you'll only let your hair hang low","Alberta, No. 1",1
Bob Dylan,"All the tired horses in the sun
How'm I supposed to get any ridin' done? Hmm.",All the Tired Horses,1
Bob Dylan,"Blue moon you saw me standing alone
Without a dream in my heart
Without a love of my own
Blue moon, you knew just what I was there for
You heard me saying a prayer for 
Someone I really could care for
And then there suddenly appeared before me
The only one my arms will ever hold
I heard somebody whisper ""Please adore me""
And when I looked, the moon had turned to gold!
Blue moon! 
Now I'm no longer alone
Without a dream in my heart
Without a love of my own",Blue Moon,1
Bob Dylan,"I am just a poor boy
Though my story's seldom told
I have squandered my resistance
For a pocketful of mumbles
Such are promises
All lies and jest
Still a man hears what he wants to hear
And disregards the rest

When I left my home and family
I was no more than a boy
In the company of strangers
In the quiet of the railway station
Running scared
Laying low
Seeking out the poorer quarters
Where the ragged people go
Looking for the places
Only they would know

Asking only workman's wages
I come looking for a job
But I get no offers
Just a come on from the whores
On Seventh Avenue
I do declare
There were times when I was so lonesome
I took some comfort there

Then I'm laying out my winter clothes
And wishing I was gone
Going home
Where the New York city winters
Aren't bleeding me
Leading me
Going home

In the clearing stands a boxer
And a fighter by his trade
And he carries the reminders
Of every blow that laid him down
And cut him till he cried out
In his anger and his shame
""I am leaving, I am leaving""
But the fighter still remains",The Boxer,1
Bob Dylan,"Get you a copper kettle, get you a copper coil
Fill it with new made corn mash and never more you'll toil
You'll just lay there by the juniper while the moon is bright
Watch them just a-filling in the pale moonlight.

Build you a fire with hickory, hickory, ash and oak
Don't use no green or rotten wood, they'll get you by the smoke
You'll just lay there by the juniper while the moon is bright
Watch them just a-filling in the pale moonlight.

My daddy he made whiskey, my granddaddy he did too
We ain't paid no whiskey tax since 1792
You'll just lay there by the juniper while the moon is bright
Watch them just a-filling in the pale moonlight.",Copper Kettle [The Pale Moonlight],1
Bob Dylan,"In the early morning rain with a dollar in my hand
And an aching in my heart and my pockets full of sand
I'm a long way from home and I miss my loved one so
In the early morning rain with nowhere to go.

Cut on runway number nine, big 707 set to go
I'm stuck here on the ground, where the cold winds blow
The liquor tasted good and the women all were fast
There she goes, my friend, she's rolling down at last.

Hear the mighty engines roar, see the silver bird on high
She's away and westward bound, far above the clouds she'll fly
Where the morning rain don't fall and the sun always shines
She'll be flying over my home in about three hours time.

This old airport's got me down, it's no earthly good to me
Because I'm stuck here on the ground, cold and drunks as I might be
You can't hop a jet plane like you can a freight train
So I'd best be on my way in the early morning rain.",Early Morning Rain,1
Bob Dylan,"Done laid around, done stayed around this old town too long
Summer's almost gone, winter's coming on
Done laid around, done stayed around this old town too long
And it seems like I've got to travel on
And it seems like I've got to travel on

Papa writes to Johnny, Johnny can't come home
Johnny can't come home, Johnny can't come home
Papa writes to Johnny, Johnny can't come home
Johnny's been out on the road too long
So I done laid around, done stayed around this old town too long
Summer's almost gone, winter's coming on
Done laid around, done stayed around this old town too long
And it seems like I've got to travel on

That chilly wind will soon begin and I'll be on my way
Going home to stay, going home to stay
That chilly wind will soon begin and I'll be on my way
And I feel like I just want to travel on
So I done laid around, done stayed around this old town too long
Summer's almost gone, winter's coming on
Oh yes I done laid around, done stayed around this old town too long
And it seems like I've got to travel on

There's a lonesome freight at 6:08 coming through the town
I'll be homeward bound, I'll be homeward bound
There's a lonesome freight at 6:08 coming on through the town
And I feel like I just want to travel on
Well I done laid around, done stayed around this old town too long
Summer's almost gone, winter's coming on
Yes it is done laid around, done stayed around this old town too long
And it seems like I almost travel on",Gotta Travel On,1
Bob Dylan,"I forgot more than you'll ever know about her

You think you know
The smile on her lips
The thrill an' the touch
Of her fingertips
But I forgot more than you'll ever know about her

You think you'll find
A heaven of bliss
In each caress
In each tender kiss
But I forgot more than you'll ever know about her

You stole her love from me one day
You didn't care how it hurt me
But you can never steal away
Memories of what used to be
You think she's yours
To have and to hold
Someday you'll learn
When her love grows cold
But I forgot more than you'll ever know about her",I Forgot More Than You'll Ever Know,1
Bob Dylan,"Went out last night to take a little round.
I met my little Sadie and I brought her down.
I ran right home and I went to bed
With a forty-four smokeless under my head.

I began to think what a deed I'd done.
I grabbed my hat and I began to run.
I made a god run but I ran too slow; 
They overtook me down in Jericho

Standing on a corner a ringin' my bell,
Up stepped the sheriff from Thomasville.
He said 'Young man is you name Brown?
Remember you blowed Sadie down.""

""Oh yes sir, my name is Lee.
I murdered little Sadie in the first degree.
First degree and second degree.
If you've got any papers will you serve them to me?""

Well they took me down town and they dressed me in black,
They put me on a train and they sent me back.
I had no one to go my bail;
They crammed me back into the county jail.

Oh, yes they did.
The judge and the jury they took their stand.
The judge had the papers in his right hand.

Forty-one days, forty-one nights;
Forty-one years to wear the ball and the stripes;
Oh, no!

Went out last night to take a little round.
I met little Sadie and I blowed her down.
I ran right home and I went to bed,
A forty-four smokeless under my head.",In Search of Little Sadie,1
Bob Dylan,"So run here baby, put your little hands in mine
I've got something to tell you, I know you're gonna change your mind
When things go wrong, so wrong with you
It hurts me too

I want you baby just to understand
I don't want to be your boss babe, I just want to be your man
When things go wrong, so wrong with you
It hurts me too

Now when you go home, you don't have to get along
Come back to me babe, where I live that's where you belong
When things go wrong, so wrong with you
It hurts me too

I love you baby an' you know that it's true
I wouldn't mistreat you baby, nothin' in this world is like you
When things go wrong, so wrong with you
It hurts me too
Yes when things go wrong, so wrong with you
It hurts me too

So run here baby, put your little hand in mine
I got something to tell you baby, I know that will change your mind
When things go wrong, so wrong with you
Don't you know it, don't you know it hurts me too",It Hurts Me Too,1
Bob Dylan,"I bless the day I found you
I want my arms around you
And so I beg you
Let it be me

Don't take this heaven from one
If you must cling to someone
Now and forever
Let it be me

Each time we meet love
I find complete love
Without your sweet love
What would life be?

So never leave me lonely
Tell me that you love me only
And say you'll always
Let it be me

So never leave me lonely
Tell me you love me only
And say you'll always
Let it be me",Let It Be Me,1
Bob Dylan,"Went out last night to take a little round.
I met my little Sadie and I brought her down.
I ran right home and I went to bed
With a forty-four smokeless under my head.

I began to think what a deed I'd done,
I grabbed my hat and I began to run.
I made a god run but I ran too slow; 
They overtook me down in Jericho

Standing on a corner ringin' my bell,
Up stepped the sheriff from Thomasville.
He said ""Young man is you name Brown?
Remember the night you blowed Little Sadie down.""

""Oh, yes sir, my name is Lee.
I murdered little Sadie in the first degree.
First degree and second degree,
If you've got any papers will you serve them to me?""

Well they took me down town and they dressed me in black.
They put me on a train and they brought me back.
I had no one for to go my bail;
They crammed me back into the county jail.

The judge and the jury they took their stand.
The judge had the papers in his right hand.
Forty-one days, forty-one nights;
Forty-one years to wear the ball and the stripes.",Little Sadie,1
Bob Dylan,"Since you've been gone,
I've been walking around
With my head bowed down to my shoes.
I've been living the blues
Ev'ry night without you.

I don't have to go far
To know where you are,
Strangers all give me the news.
I've been living the blues
Ev'ry night without you.

I think that it's best,
I soon get some rest
And forget my pride.
But I can't deny
This feeling that I
Carry for you deep down inside.

If you see me this way,
You'd come back and you'd stay,
Oh, how could you refuse.
I've been living the blues
Ev'ry night without you.",Living the Blues,1
Bob Dylan,"Well, everybody's building the big ships and the boats
Some are building monuments
Others jotting down notes
Ev'rybody's in despair
Every girl and boy
But when Quinn the Eskimo gets here
Ev'rybody's gonna jump for joy
Come all without, come all within
You'll not see nothing like the mighty Quinn
Come all without, come all within
You'll not see nothing like the mighty Quinn

You know, I like to do just like the rest
You know, I like my sugar sweet
But jumping queues and making haste
You know, it ain't my cup of meat
Everybody's out there
Feeding pigeons on a limb
But when Quinn the Eskimo gets here
The pigeons gonna run to him
Come all without, come all within
You'll not see nothing like the mighty Quinn
Come all without, come all within
You'll not see nothing like the mighty Quinn

A cat's meow and a cow's moo
You know, I can recite them all
Tell me where it hurts you, honey
And I'll tell you who to call
Nobody can get any sleep
You know there's someone on everybody's toes
When Quinn the Eskimo gets here
Ev'rybody's gonna wanna doze
Come all without, come all within
You'll not see nothing like the mighty Quinn
Come all without, come all within
You'll not see nothing like the mighty Quinn",The Mighty Quinn (Quinn the Eskimo),1
Bob Dylan,"Who's gonna throw that minstrel boy a coin?
Who's gonna let it roll?
Who's gonna throw that minstrel boy a coin?
Who's gonna let it down easy to save his soul?

Oh, Lucky's been drivin' a long, long time
And now he's stuck on top of the hill.
With twelve forward gears, it's been a long hard climb,
And with all of them ladies, though, he's lonely still.

Who's gonna throw that minstrel boy a coin?
Who's gonna let it roll?
Who's gonna throw that minstrel boy a coin?
Who's gonna let it down easy to save his soul?

Well, he deep in number and heavy in toil,
Mighty Mockingbird, he still has such a heavy load.
Beneath his bound'ries, what more can I tell,
With all of his trav'lin', but I'm still on that road.

Who's gonna throw that minstrel boy a coin?
Who's gonna let it roll?
Who's gonna throw that minstrel boy a coin?
Who's gonna let it down easy to save his soul?",Minstrel Boy,1
Bob Dylan,"(These are the words of a frontier lad)
(Who lost his love when he turned bad)

Take a message to Mary
But don't tell her where I am
Take a message to Mary
But don't say I'm in a jam
You can tell her that I had to see the world
Tell her that my ship set sail
You can say she'd better not wait for me
But don't tell her I'm in jail
Oh don't tell her I'm in jail

Take a message to Mary
But don't tell her what I've done
Please don't mention the stagecoach
An' the shot from a careless gun

You can tell her that I had to change my plans
An' cancel out the wedding day
But please don't mention my lonely cell
Where I'm gonna pine away
Until my dying day

Take a message to Mary
But don't tell her all you know
My heart is achin' for Mary
Lord knows I miss her so
Just tell her that I went to Timbuktu
Tell her that I'm searchin' for gold
You can say she'd better find someone new
To cherish an' to hold
Oh Lord, this cell is cold",Take a Message to Mary,1
Bob Dylan,"Why must you always try to make me over ?
Take me as I am or let me go
White lilies never grow on stalks of clover
Take me as I am or let me go.

You're trying to reshape me in a moment
In the image of someone you used to know
I won't be a stand-in for an old love
Take me as I am or let me go.

You've tried to change me ever since you've met me
Take me as I am or let me go.
If you cannot overlook my faults, forget me
Take me as I am or let me go.

You're trying to reshape me in a mold love
In the image of someone you used to know
But I won't be a stand-in for an old love
Take me as I am or let me go.",Take Me as I Am (Or Let Me Go),1
Bob Dylan,"Crash on the levee, mama
Water's gonna overflow
Swamp's gonna rise
And no boat's gonna row
You can train on down
To Williams Point
You can bust your feet
You can rock this joint
But oh mama, ain't you gonna miss your best friend now
You're gonna have to find yourself
Another best friend, somehow

Now, don't you try an' move me
Mama you're just gonna lose
There's a crash on the levee
And, mama, you've been refused
Well, it's king for king
And it's Queen for queen
It's gonna be the meanest flood
That anybody's seen
Oh mama, ain't you gonna miss your best friend now
You're gonna have to find yourself
Another best friend, somehow

Well, that high tide's risin'
Mama, don't you let me down
Pack up your suitcase
Mama, don't you make a sound
Well, it's sugar for sugar
And it's salt for salt
If you go down in the flood
It's gonna be your own fault
Oh mama, ain't you gonna miss your best friend now
You're gonna have to find yourself
Another best friend, somehow",Down in the Flood,1
Bob Dylan,"What's the matter with me
I don't have much to say
Daylight sneakin' through the window
And I'm still in this all-night cafe
Walkin' to and fro beneath the moon
Out to where the trucks are rollin' slow
To sit down on this bank of sand
And watch the river flow

Wish I was back in the city
Instead of this old bank of sand
With the sun beating down over the chimney tops
And the one I love so close at hand
If I had wings and I could fly
I know where I would go
But right now I'll just sit here so contentedly
And watch the river flow

People disagreeing on all just about everything, yeah
Makes you stop and all wonder why
Why only yesterday I saw somebody on the street
Who just couldn't help but cry
Oh, this ol' river keeps on rollin', though
No matter what gets in the way and which way the wind does blow
And as long as it does I'll just sit here
And watch the river flow

People disagreeing everywhere you look
Makes you want to stop and read a book
Why only yesterday I saw somebody on the street
That was really shook
But this ol' river keeps on rollin', though
No matter what gets in the way and which way the wind does blow
And as long as it does I'll just sit here
And watch the river flow

Watch the river flow
Watchin' the river flow
Watchin' the river flow
But I'll sit down on this bank of sand
And watch the river flow",Watching the River Flow,1
Bob Dylan,"Oh, the streets of Rome are filled with rubble
Ancient footprints are everywhere
You can almost think that you're seein' double
On a cold, dark night on the Spanish Stairs

Got to hurry on back to my hotel room
Where I've got me a date with Botticelli's niece
She promised that she'd be right there with me
When I paint my masterpiece

Oh, the hours I've spent inside the Coliseum
Dodging lions and wastin' time
Oh, those mighty kings of the jungle, I could hardly stand to see 'em
Yes, it sure has been a long, hard climb

Train wheels runnin' through the back of my memory
As the daylight hours do retreat
Someday, everything is gonna be smooth like a rhapsody
When I paint my masterpiece

I left Rome and landed in Brussels
With a picture of a tall oak tree by my side
Clergymen in uniform and young girls pullin' muscles
Everyone was there but nobody tried to hide

Newspapermen eating candy
Had to be held down by big police
Someday, everything is gonna be diff'rent
When I paint my masterpiece",When I Paint My Masterpiece,1
Bob Dylan,"Cloud so swift the rain fallin' in
Gonna see a movie called Gunga Din
Pack up your money, pull up your tent in the wind
You ain't a goin' no where

Hoo wee, ride me high
Tomorrow's the day my brides a'gonna come
Hoo wee, are we gonna fly
Down into the easy chair

Genghis Khan and his brother Don
Couldn't keep on keepin' on
We'll climb that bridge after it's gone
After we're way past it

Hoo wee, ride me high
Tomorrow's the day my bride's a'gonna come
Hoo wee, are we gonna fly
Down into the easy chair, yeah

Buy me some rings and a gun that sings
A flute that toots and a bee that stings
A sky that cries and a bird that flies
A fish that walks and a dog that talks

Hoo wee, ride me high
Tomorrow's the day my bride's a'gonna come
Hoo wee, are we gonna fly
Down into the easy chair

Hoo wee, ride me high
Tomorrow's the day my bride's a'gonna come
Hoo wee, are we gonna fly
Down into the easy chair",You Ain't Going Nowhere,1
Bob Dylan,"Everybody's Building The Big Ships And Boats
Some Are Building Monuments
Others Jotting Down Notes
Everybody's In Despair
Every Girl And Boy
But When Quinn The Eskimo Gets Here
Everybody's Gonna Jump For Joy

Come All Without, Come All Within
You'll Not See Nothing Like The Mighty Quinn

I Like To Do Just Like The Rest,
I Like My Sugar Sweet
But Guarding Fumes And Making Haste
It Ain't My Cup Of Meat
Everybody's 'neath The Trees
Feeding Pigeons On A Limb

But When Quinn The Eskimo Gets Here
All The Pigeons Gonna Run To Him.","The Mighty Quinn (Quinn, the Eskimo)",1
Bob Dylan,"Gather round me people, and a story I will tell
About a brave young Indian you should remember well
From the tribe of Pima Indians, a proud and a peaceful band
They farmed the Phoenix valley in Arizona land
Down their ditches for a thousand years the sparkling water rushed
Till the white man stole their water rights and the running water hushed
Now Ira's folks were hungry, and their farms grew crops of weeds
But when war came, he volunteered and forgot the white man's greed.

Call him drunken Ira Hayes
He won't answer anymore
Not the whiskey-drinking Indian
Or the Marine who went to war
Yes, call him drunken Ira Hayes
He won't answer anymore
Not the whiskey-drinking Indian
Or the Marine who went to war.

They started up Iwo Jima hill, two hundred and fifty men
But only twenty-seven lived to walk back down that hill again
And when the fight was over and Old Glory raised
One of the men who held it high was the Indian, Ira Hayes.

Call him drunken Ira Hayes
He won't answer anymore
Not the whiskey-drinking Indian
Or the Marine who went to war
Call him drunken Ira Hayes
He won't answer anymore
Not the whiskey-drinking Indian
Or the Marine who went to war.

Ira returned a hero, celebrated throughout the land
He was wined and speeched and honored, everybody shook his hand
But he was just a Pima Indian - no money, no crops, no chance -
And at home nobody cared what Ira'd done, and when do the Indians dance?

Call him drunken Ira Hayes
He won't answer anymore
Not the whiskey-drinking Indian
Or the Marine who went to war
Call him drunken Ira Hayes
He won't answer anymore
Not the whiskey-drinking Indian
Or the Marine who went to war.

Then Ira started drinking hard, jail was often his home
They let him raise the flag there and lower it like you'd throw a dog a bone
He died drunk early one morning, alone in the land he'd fought to save
Two inches of water in a lonely ditch was the grave for Ira Hayes.

Call him drunken Ira Hayes
He won't answer anymore
Not the whiskey-drinking Indian
Or the Marine who went to war
Call him drunken Ira Hayes
He won't answer anymore
Not the whiskey-drinking Indian
Or the Marine who went to war.

Yes, call him drunken Ira Hayes, but his land is still as dry
And his ghost is lying thirsty in the ditch where Ira died.

Call him drunken Ira Hayes
He won't answer anymore
Not the whiskey-drinking Indian
Or the Marine who went to war
Call him drunken Ira Hayes
He won't answer anymore
Not the whiskey-drinking Indian
Or the Marine who went to war.",The Ballad of Ira Hayes,1
